시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,입장 가능 나이,가족 화장실 보유 여부,수유실 보유 여부,유모차 대여 여부,키즈존 여부,최종작성일
가스펠재즈,스튜디오,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,강남구,역삼동,,725-17 번지,테헤란로30길,19 번,37.49998194,127.0397054,06223,서울특별시 강남구 테헤란로30길 19,서울특별시 강남구 역삼동 725-17,02-553-5888,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가시리창작지원센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,제주특별자치도,서귀포시,표선면,가시리,2339 번지,중산간동로5220번길,56 번,33.35275982,126.7654368,63623,제주특별자치도 서귀포시 표선면 중산간동로5220번길 56,제주특별자치도 서귀포시 표선면 가시리 2339,070-8807-1305,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가시창작소,,전시/공연,전시/기념관,미술관,경기도,파주시,탄현면,법흥리,230-11 번지,국화향길,60-24 번,37.78106403,126.7139868,10860,경기도 파주시 탄현면 국화향길 60-24,경기도 파주시 탄현면 법흥리 230-11,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,N,2022-10-31
가야공원유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,부산광역시,부산진구,가야동,,산44-5 번지,,,35.14609828,129.0281448,47390,,부산광역시 부산진구 가야동 산 44-5,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가야랜드,,문화관광/명소,관광지,일반유원지/일반놀이공원,경상남도,김해시,삼방동,,792 번지,인제로,368 번,35.25817158,128.9024348,50811,경상남도 김해시 인제로 368,경상남도 김해시 삼방동 792,055-346-6000,http://gaya-land.com/,정보없음,정보없음,정보없음,연중무휴,10:00~18:00,Y,N,Y,연령제한없음,N,Y,Y,Y,2022-10-31
가야박물관,,전시/공연,전시/기념관,기타전시/박물관,대구광역시,달서구,본동,,831 번지,구마로,146 번,35.83676137,128.5434204,42734,대구광역시 달서구 구마로 146,대구광역시 달서구 본동 831,053-560-3700,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,N,2022-10-31
가야역사문화센터(2023년9월예정),,전시/공연,전시/기념관,기타전시/박물관,경상남도,김해시,관동동,,452-3 번지,,,35.17929234,128.7987412,50999,,경상남도 김해시 관동동 452-3,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,문의,N,N,N,N,2022-10-31
가얏고체험관,,문화관광/명소,관광지,N,경상북도,고령군,대가야읍,쾌빈리,185-1 번지,정정골길,55 번,35.7417615,128.2609282,40132,경상북도 고령군 대가야읍 정정골길 55,경상북도 고령군 대가야읍 쾌빈리 185-1,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가온스테이지,,전시/공연,영화/연극/공연,N,서울특별시,마포구,서교동,,377-3 번지,잔다리로,59 번,37.5531083,126.9175257,04034,서울특별시 마포구 잔다리로 59,서울특별시 마포구 서교동 377-3,0507-1347-8650,정보없음,정보없음,정보없음,https://www.instagram.com/gaon.stage/,연중무휴,00:00~24:00,N,N,Y,연령제한없음,N,N,N,Y,2022-10-31
가온아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,동구,범일동,,830-9 번지,자성로133번길,10 번,35.13820831,129.064915,48742,부산광역시 동구 자성로133번길 10,부산광역시 동구 범일동 830-9,1600-1602,https://cafe.naver.com/0514426500,정보없음,정보없음,정보없음,연중무휴,10:00~22:00,N,Y,Y,4세 이상,N,N,N,Y,2022-10-31
가원미술관,,전시/공연,전시/기념관,미술관,경기도,과천시,문원동,,226 번지,새빛로,24 번,37.42397285,126.9992025,13826,경기도 과천시 새빛로 24,경기도 과천시 문원동 226,0507-1331-3730,정보없음,정보없음,정보없음,https://www.instagram.com/gallerycafe_gawon,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
가은역꼬마열차,,문화관광/명소,관광지,N,경상북도,문경시,가은읍,왕능리,536 번지,대야로,2441 번,36.64952139,128.0604852,36996,경상북도 문경시 가은읍 대야로 2441,경상북도 문경시 가은읍 왕능리 536,054-572-5068,https://www.mgtpcr.or.kr/web/index.do,정보없음,정보없음,정보없음,월요일,09:00~18:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
가음아트홀,,전시/공연,영화/연극/공연,N,경상남도,창원시 성산구,가음동,,7-3 번지,가음정로43번길,1 번,35.209418,128.6887889,51510,경상남도 창원시 성산구 가음정로43번길 1,경상남도 창원시 성산구 가음동 7-3,,정보없음,https://blog.naver.com/lsw9323,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가의암,,문화관광/명소,관광지,N,전라북도,무주군,설천면,두길리,산257 번지,,,35.95671665,127.7609644,55554,,전라북도 무주군 설천면 두길리 산 257,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가이아갤러리,,전시/공연,전시/기념관,미술관,서울특별시,종로구,관훈동,,144 번지,인사동길,59 번,37.5751462,126.9833857,03145,서울특별시 종로구 인사동길 59,서울특별시 종로구 관훈동 144,02-733-3373,http://www.galerie-gaia.net/,정보없음,정보없음,정보없음,가급적 방문시 미리 연락,"월-토 10:00~18:00, 일 11:00~17:00",N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가일미술관,,전시/공연,전시/기념관,미술관,경기도,가평군,청평면,삼회리,609-6 번지,북한강로,1549 번,37.66041649,127.3794344,12458,경기도 가평군 청평면 북한강로 1549,경기도 가평군 청평면 삼회리 609-6,031-584-4722,http://www.gailart.org/,정보없음,정보없음,정보없음,"월요일, 명절","하절기 10:00~19:00, 동절기 10:00~18:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
가족사랑전람,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,성북구,삼선동,,120 번지,보문로38길,11 번,37.59166254,127.0148182,02846,서울특별시 성북구 보문로38길 11,서울특별시 성북구 동소문동5가 120,070-4633-1840,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가진해수욕장,,문화관광/명소,관광지,해수욕장,강원도,고성군,죽왕면,가진리,,,,38.36604776,128.4965287,,,강원도 고성군 죽왕면 가진리,033-680-3356,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_02/view.do?cntno=61,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가천박물관,,전시/공연,전시/기념관,기타전시/박물관,인천광역시,연수구,옥련동,,567-22 번지,청량로102번길,40-9 번,37.41847997,126.6576026,21942,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,032-833-4747,gcmuseum.org,정보없음,정보없음,정보없음,"월요일,1월 1일, 명절",09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭갤러리현,,전시/공연,전시/기념관,미술관,광주광역시,서구,쌍촌동,,997-1 번지,상무대로,980 번,35.1502428,126.8684904,61995,광주광역시 서구 상무대로 980,광주광역시 서구 쌍촌동 997-1,062-380-2200,http://www.kccei.com/,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭관동대학교강릉캠퍼스박물관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,내곡동,,522 번지,범일로579번길,24 번,37.73732878,128.8737046,25601,강원도 강릉시 범일로579번길 24,강원도 강릉시 내곡동 522,033-649-7851,http://museum.cku.ac.kr/,정보없음,정보없음,정보없음,"주말, 공휴일",09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭대학교박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,혜화동,,90-1 번지,창경궁로,296-12 번,37.58490098,127.0047707,03083,서울특별시 종로구 창경궁로 296-12,서울특별시 종로구 혜화동 90-1,02-740-9707,https://museum.catholic.ac.kr/site/museum/sub.do?Key=154,정보없음,정보없음,정보없음,"주말, 공휴일","10:00~12:40, 14:10~17:00",N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭목포성지역사박물관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,목포시,산정동,,1839 번지,노송길,35 번,34.80058309,126.3854371,58712,전라남도 목포시 노송길 35,전라남도 목포시 산정동 1839,061-276-8300,정보없음,정보없음,정보없음,정보없음,"월요일, 공휴일",10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭문화관,,전시/공연,영화/연극/공연,공연/연극/문화센터,대구광역시,남구,대명동,,2009-2 번지,중앙대로,204 번,35.85131973,128.5909691,42425,대구광역시 남구 중앙대로 204,대구광역시 남구 대명동 2009-2,053-476-6211,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상남도,창원시 마산합포구,오동동,,107-23 번지,오동북16길,27 번,35.20830896,128.5773207,51727,경상남도 창원시 마산합포구 오동북16길 27,경상남도 창원시 마산합포구 오동동 107-23,055-249-7016,정보없음,정보없음,정보없음,정보없음,주말,08:30~17:30,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가톨릭소극장,,전시/공연,영화/연극/공연,N,부산광역시,중구,대청동,,81-1 번지,중구로,71 번,35.10435395,129.0285727,48968,부산광역시 중구 중구로 71,부산광역시 중구 대청동4가 81-1,051-462-1870,http://www.bccenter.or.kr/,정보없음,정보없음,정보없음,주말,09:00~17:00,N,N,N,연령제한없음,N,N,Y,Y,2022-10-31
가평군목공예영농조합전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,가평군,가평읍,하색리,302-3 번지,경춘로,2045-65 번,37.8158679,127.4981294,12424,경기도 가평군 가평읍 경춘로 2045-65,경기도 가평군 가평읍 하색리 302-3,031-581-0550,정보없음,정보없음,정보없음,정보없음,연중무휴,09:00~18:00,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
가평레일파크,,문화관광/명소,관광지,유명관광지,경기도,가평군,가평읍,읍내리,395-1 번지,장터길,14 번,37.82897059,127.5158536,12419,경기도 가평군 가평읍 장터길 14,경기도 가평군 가평읍 읍내리 395-1,031-582-7788,https://www.railpark.co.kr/,정보없음,http://www.facebook.com/gangchonrailpark/,http://www.instagram.com/railpark/,연중무휴,"09:00~17:00, 동절기 09:00~15:30",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
가평문화창작공간,,전시/공연,영화/연극/공연,N,경기도,가평군,가평읍,대곡리,386 번지,문화로,107-61 번,37.82188739,127.5063344,12416,경기도 가평군 가평읍 문화로 107-61,경기도 가평군 가평읍 대곡리 386,0507-1373-7002,정보없음,https://blog.naver.com/gpcreate,정보없음,정보없음,공연별 상이,공연별 상이,Y,N,N,공연별 상이,N,N,N,Y,2022-10-31
가평별빛누리글램핑,,문화관광/명소,관광지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,132-3 번지,청군로,261 번,37.75386146,127.4063995,12446,경기도 가평군 상면 청군로 261,경기도 가평군 상면 덕현리 132-3,0507-1436-3424,https://booking.naver.com/booking/3/bizes/374186?area=bmp,정보없음,정보없음,정보없음,연중무휴,"입실 15:00, 퇴실 11:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
가평종합운동장,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,가평군,가평읍,대곡리,316 번지,문화로,131 번,37.82543108,127.5061252,12416,경기도 가평군 가평읍 문화로 131,경기도 가평군 가평읍 대곡리 316,031-8078-8073,https://www.gpfmc.or.kr/sub3/sub3_2-1.php,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가평현암농경유물박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,가평군,북면,이곡리,13-45 번지,석장모루길,13 번,37.87934605,127.5481207,12407,경기도 가평군 북면 석장모루길 13,경기도 가평군 북면 이곡리 13-45,031-581-0612,http://jat.invil.org/index.html?menuno=2194&lnb=40101,정보없음,정보없음,정보없음,"일요일, 공휴일 ","10:00~17:00, 토요일 10:00~13:00",Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
가회민화박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,가회동,,28 번지,북촌로,52 번,37.58150935,126.9852292,03056,서울특별시 종로구 북촌로 52,서울특별시 종로구 가회동 28,02-741-0466,http://www.gahoemuseum.org/new/,정보없음,정보없음,정보없음,월요일,10:00~18:00,N,N,Y,연령제한없음,N,N,N,Y,2022-10-31
각산산성,,문화관광/명소,명승지,성/성터,경상남도,사천시,실안동,,산196 번지,,,34.94417761,128.0534395,52554,,경상남도 사천시 실안동 산 196,055-831-2716,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaCpno=3413800950000&pageNo=1_1_1_0,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
각산재,,문화관광/명소,관광지,N,경상북도,청도군,매전면,내리,420 번지,내동길,185 번,35.60856825,128.8412072,38359,경상북도 청도군 매전면 내동길 185,경상북도 청도군 매전면 내리 420,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
간드락게스트하우스,,전시/공연,영화/연극/공연,공연/연극/문화센터,제주특별자치도,제주시,아라이동,,1371-5 번지,간월동로,12 번,33.48528887,126.5439738,63246,제주특별자치도 제주시 간월동로 12,제주특별자치도 제주시 아라이동 1371-5,0507-1310-2025,정보없음,정보없음,정보없음,정보없음,월요일 ,10:00~06:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
간송미술관,,전시/공연,전시/기념관,미술관,서울특별시,성북구,성북동,,81-2 번지,성북로,102-11 번,37.59446244,126.9962385,02837,서울특별시 성북구 성북로 102-11,서울특별시 성북구 성북동 81-2,02-744-7830,https://kansong.org/,정보없음,정보없음,정보없음,임시휴관,임시휴관,N,N,N,연령제한없음,N,N,N,N,2022-10-31
간월자연휴양림,,문화관광/명소,관광지,휴양림/수목원,울산광역시,울주군,상북면,등억알프스리,698-1 번지,등억알프스로,607-15 번,35.5670949,129.0560408,44952,울산광역시 울주군 상북면 등억알프스로 607-15,울산광역시 울주군 상북면 등억알프스리 698-1,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
간절곶,,문화관광/명소,관광지,유명관광지,울산광역시,울주군,서생면,대송리,27-4 번지,,,35.35976614,129.3615431,45015,,울산광역시 울주군 서생면 대송리 27-4,052-204-1000,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
간절곶스포츠파크,,문화관광/명소,관광지,일반유원지/일반놀이공원,울산광역시,울주군,서생면,서생리,21-2 번지,노석골길,96 번,35.37130892,129.3364786,45013,울산광역시 울주군 서생면 노석골길 96,울산광역시 울주군 서생면 서생리 21-2,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
간현관광지,,문화관광/명소,관광지,유명관광지,강원도,원주시,지정면,간현리,1056-21 번지,소금산길,24 번,37.36520089,127.8324011,26359,강원도 원주시 지정면 소금산길 24,강원도 원주시 지정면 간현리 1056-21,033-733-1330,http://ganhyeon.wonju.go.kr/?gid=ganhyeon,정보없음,정보없음,정보없음,연중무휴,"동절기 09:00~17:00, 하절기 : 09:00~18:00",Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
